,Confidence,Effective Proportion,Average Accuracy,$\Delta$ Accuracy,Test Needed
488,0.95,$\rho=0.75$,90.0,3.919999999999999,116
489,0.95,$\rho=0.75$,75.0,9.85,41
490,0.95,$\rho=0.75$,90.0,3.939999999999999,115
491,0.95,$\rho=0.75$,75.0,9.9,39
492,0.95,$\rho=0.75$,90.0,3.959999999999999,113
493,0.95,$\rho=0.75$,75.0,9.950000000000001,39
494,0.95,$\rho=0.75$,90.0,3.9799999999999986,117
495,0.95,$\rho=0.75$,75.0,10.0,37
496,0.95,$\rho=0.75$,90.0,3.9999999999999996,113
497,0.95,$\rho=0.75$,75.0,10.05,38
498,0.95,$\rho=0.75$,90.0,4.02,114
499,0.95,$\rho=0.75$,75.0,10.100000000000001,38
500,0.95,$\rho=0.75$,90.0,4.039999999999999,112
501,0.95,$\rho=0.75$,75.0,10.15,37
502,0.95,$\rho=0.75$,90.0,4.059999999999999,113
503,0.95,$\rho=0.75$,75.0,10.200000000000001,37
504,0.95,$\rho=0.75$,90.0,4.079999999999999,106
505,0.95,$\rho=0.75$,75.0,10.25,36
506,0.95,$\rho=0.75$,90.0,4.099999999999999,109
507,0.95,$\rho=0.75$,75.0,10.3,35
508,0.95,$\rho=0.75$,90.0,4.119999999999999,111
509,0.95,$\rho=0.75$,75.0,10.350000000000001,36
510,0.95,$\rho=0.75$,90.0,4.139999999999999,107
511,0.95,$\rho=0.75$,75.0,10.4,38
512,0.95,$\rho=0.75$,90.0,4.159999999999999,106
513,0.95,$\rho=0.75$,75.0,10.45,36
514,0.95,$\rho=0.75$,90.0,4.179999999999999,106
515,0.95,$\rho=0.75$,75.0,10.5,34
516,0.95,$\rho=0.75$,90.0,4.199999999999999,104
517,0.95,$\rho=0.75$,75.0,10.549999999999999,35
518,0.95,$\rho=0.75$,90.0,4.219999999999999,99
519,0.95,$\rho=0.75$,75.0,10.6,33
520,0.95,$\rho=0.75$,90.0,4.239999999999999,104
521,0.95,$\rho=0.75$,75.0,10.65,34
522,0.95,$\rho=0.75$,90.0,4.259999999999999,103
523,0.95,$\rho=0.75$,75.0,10.7,34
524,0.95,$\rho=0.75$,90.0,4.279999999999999,98
525,0.95,$\rho=0.75$,75.0,10.75,33
526,0.95,$\rho=0.75$,90.0,4.299999999999999,101
527,0.95,$\rho=0.75$,75.0,10.8,31
528,0.95,$\rho=0.75$,90.0,4.3199999999999985,100
529,0.95,$\rho=0.75$,75.0,10.85,33
530,0.95,$\rho=0.75$,90.0,4.339999999999999,97
531,0.95,$\rho=0.75$,75.0,10.9,33
532,0.95,$\rho=0.75$,90.0,4.359999999999999,98
533,0.95,$\rho=0.75$,75.0,10.95,32
534,0.95,$\rho=0.75$,90.0,4.379999999999999,94
535,0.95,$\rho=0.75$,75.0,11.0,32
536,0.95,$\rho=0.75$,90.0,4.3999999999999995,97
537,0.95,$\rho=0.75$,75.0,11.05,33
538,0.95,$\rho=0.75$,90.0,4.419999999999999,92
539,0.95,$\rho=0.75$,75.0,11.1,31
540,0.95,$\rho=0.75$,90.0,4.439999999999999,97
541,0.95,$\rho=0.75$,75.0,11.15,33
542,0.95,$\rho=0.75$,90.0,4.459999999999999,95
543,0.95,$\rho=0.75$,75.0,11.200000000000001,31
544,0.95,$\rho=0.75$,90.0,4.4799999999999995,90
545,0.95,$\rho=0.75$,75.0,11.25,31
546,0.95,$\rho=0.75$,90.0,4.499999999999999,91
547,0.95,$\rho=0.75$,75.0,11.3,30
548,0.95,$\rho=0.75$,90.0,4.519999999999999,95
549,0.95,$\rho=0.75$,75.0,11.35,32
550,0.95,$\rho=0.75$,90.0,4.539999999999999,88
551,0.95,$\rho=0.75$,75.0,11.4,31
552,0.95,$\rho=0.75$,90.0,4.559999999999999,86
553,0.95,$\rho=0.75$,75.0,11.450000000000001,29
554,0.95,$\rho=0.75$,90.0,4.579999999999998,88
555,0.95,$\rho=0.75$,75.0,11.5,29
556,0.95,$\rho=0.75$,90.0,4.6,88
557,0.95,$\rho=0.75$,75.0,11.55,30
558,0.95,$\rho=0.75$,90.0,4.619999999999999,87
559,0.95,$\rho=0.75$,75.0,11.600000000000001,28
560,0.95,$\rho=0.75$,90.0,4.639999999999999,82
561,0.95,$\rho=0.75$,75.0,11.65,28
562,0.95,$\rho=0.75$,90.0,4.659999999999999,86
563,0.95,$\rho=0.75$,75.0,11.700000000000001,29
564,0.95,$\rho=0.75$,90.0,4.679999999999999,83
565,0.95,$\rho=0.75$,75.0,11.75,29
566,0.95,$\rho=0.75$,90.0,4.699999999999998,86
567,0.95,$\rho=0.75$,75.0,11.8,26
568,0.95,$\rho=0.75$,90.0,4.719999999999999,82
569,0.95,$\rho=0.75$,75.0,11.850000000000001,29
570,0.95,$\rho=0.75$,90.0,4.739999999999999,79
571,0.95,$\rho=0.75$,75.0,11.9,28
572,0.95,$\rho=0.75$,90.0,4.759999999999999,83
573,0.95,$\rho=0.75$,75.0,11.950000000000001,26
574,0.95,$\rho=0.75$,90.0,4.7799999999999985,83
575,0.95,$\rho=0.75$,75.0,12.0,27
576,0.95,$\rho=0.75$,90.0,4.799999999999999,79
577,0.95,$\rho=0.75$,75.0,12.049999999999999,28
578,0.95,$\rho=0.75$,90.0,4.8199999999999985,83
579,0.95,$\rho=0.75$,75.0,12.1,26
580,0.95,$\rho=0.75$,90.0,4.839999999999999,76
581,0.95,$\rho=0.75$,75.0,12.15,28
582,0.95,$\rho=0.75$,90.0,4.859999999999999,76
583,0.95,$\rho=0.75$,75.0,12.2,26
584,0.95,$\rho=0.75$,90.0,4.879999999999999,74
585,0.95,$\rho=0.75$,75.0,12.25,25
586,0.95,$\rho=0.75$,90.0,4.899999999999999,74
587,0.95,$\rho=0.75$,75.0,12.3,26
588,0.95,$\rho=0.75$,90.0,4.919999999999999,76
589,0.95,$\rho=0.75$,75.0,12.35,26
590,0.95,$\rho=0.75$,90.0,4.939999999999999,77
591,0.95,$\rho=0.75$,75.0,12.4,26
592,0.95,$\rho=0.75$,90.0,4.959999999999999,73
593,0.95,$\rho=0.75$,75.0,12.45,25
594,0.95,$\rho=0.75$,90.0,4.979999999999999,73
595,0.95,$\rho=0.75$,75.0,12.5,25
596,0.95,$\rho=0.75$,90.0,4.999999999999999,73
597,0.95,$\rho=0.75$,75.0,12.55,24
598,0.95,$\rho=0.75$,90.0,5.019999999999999,74
599,0.95,$\rho=0.75$,75.0,12.6,24
600,0.95,$\rho=0.75$,90.0,5.039999999999998,74
601,0.95,$\rho=0.75$,75.0,12.65,24
602,0.95,$\rho=0.75$,90.0,5.059999999999999,72
603,0.95,$\rho=0.75$,75.0,12.7,25
604,0.95,$\rho=0.75$,90.0,5.079999999999999,71
605,0.95,$\rho=0.75$,75.0,12.75,25
606,0.95,$\rho=0.75$,90.0,5.099999999999999,71
607,0.95,$\rho=0.75$,75.0,12.8,25
608,0.95,$\rho=0.75$,90.0,5.119999999999999,71
609,0.95,$\rho=0.75$,75.0,12.85,24
610,0.95,$\rho=0.75$,90.0,5.139999999999999,69
611,0.95,$\rho=0.75$,75.0,12.9,24
612,0.95,$\rho=0.75$,90.0,5.159999999999998,73
613,0.95,$\rho=0.75$,75.0,12.950000000000001,25
614,0.95,$\rho=0.75$,90.0,5.179999999999999,70
615,0.95,$\rho=0.75$,75.0,13.0,24
616,0.95,$\rho=0.75$,90.0,5.199999999999999,69
617,0.95,$\rho=0.75$,75.0,13.05,24
618,0.95,$\rho=0.75$,90.0,5.219999999999999,71
619,0.95,$\rho=0.75$,75.0,13.100000000000001,24
620,0.95,$\rho=0.75$,90.0,5.239999999999998,66
621,0.95,$\rho=0.75$,75.0,13.15,23
622,0.95,$\rho=0.75$,90.0,5.259999999999999,66
623,0.95,$\rho=0.75$,75.0,13.200000000000001,23
624,0.95,$\rho=0.75$,90.0,5.2799999999999985,69
625,0.95,$\rho=0.75$,75.0,13.25,24
626,0.95,$\rho=0.75$,90.0,5.299999999999999,65
627,0.95,$\rho=0.75$,75.0,13.3,22
628,0.95,$\rho=0.75$,90.0,5.319999999999999,66
629,0.95,$\rho=0.75$,75.0,13.350000000000001,22
630,0.95,$\rho=0.75$,90.0,5.339999999999999,64
631,0.95,$\rho=0.75$,75.0,13.4,22
632,0.95,$\rho=0.75$,90.0,5.3599999999999985,64
633,0.95,$\rho=0.75$,75.0,13.450000000000001,23
634,0.95,$\rho=0.75$,90.0,5.379999999999999,66
635,0.95,$\rho=0.75$,75.0,13.5,21
636,0.95,$\rho=0.75$,90.0,5.399999999999999,64
637,0.95,$\rho=0.75$,75.0,13.55,21
638,0.95,$\rho=0.75$,90.0,5.419999999999999,61
639,0.95,$\rho=0.75$,75.0,13.600000000000001,20
640,0.95,$\rho=0.75$,90.0,5.439999999999999,62
641,0.95,$\rho=0.75$,75.0,13.65,21
642,0.95,$\rho=0.75$,90.0,5.459999999999999,61
643,0.95,$\rho=0.75$,75.0,13.700000000000001,21
644,0.95,$\rho=0.75$,90.0,5.479999999999999,61
645,0.95,$\rho=0.75$,75.0,13.750000000000002,20
646,0.95,$\rho=0.75$,90.0,5.499999999999998,60
647,0.95,$\rho=0.75$,75.0,13.8,21
648,0.95,$\rho=0.75$,90.0,5.519999999999999,61
649,0.95,$\rho=0.75$,75.0,13.850000000000001,21
650,0.95,$\rho=0.75$,90.0,5.539999999999999,61
651,0.95,$\rho=0.75$,75.0,13.900000000000002,21
652,0.95,$\rho=0.75$,90.0,5.559999999999999,58
653,0.95,$\rho=0.75$,75.0,13.950000000000001,20
654,0.95,$\rho=0.75$,90.0,5.579999999999999,58
655,0.95,$\rho=0.75$,75.0,14.000000000000002,20
656,0.95,$\rho=0.75$,90.0,5.599999999999999,60
657,0.95,$\rho=0.75$,75.0,14.05,20
658,0.95,$\rho=0.75$,90.0,5.619999999999998,59
659,0.95,$\rho=0.75$,75.0,14.100000000000001,20
660,0.95,$\rho=0.75$,90.0,5.639999999999999,59
661,0.95,$\rho=0.75$,75.0,14.150000000000002,19
662,0.95,$\rho=0.75$,90.0,5.659999999999999,57
663,0.95,$\rho=0.75$,75.0,14.200000000000001,20
664,0.95,$\rho=0.75$,90.0,5.679999999999999,56
665,0.95,$\rho=0.75$,75.0,14.250000000000002,20
666,0.95,$\rho=0.75$,90.0,5.699999999999998,56
667,0.95,$\rho=0.75$,75.0,14.3,20
668,0.95,$\rho=0.75$,90.0,5.719999999999999,55
669,0.95,$\rho=0.75$,75.0,14.350000000000001,20
670,0.95,$\rho=0.75$,90.0,5.739999999999998,57
671,0.95,$\rho=0.75$,75.0,14.400000000000002,20
672,0.95,$\rho=0.75$,90.0,5.759999999999998,55
673,0.95,$\rho=0.75$,75.0,14.45,18
674,0.95,$\rho=0.75$,90.0,5.779999999999999,56
675,0.95,$\rho=0.75$,75.0,14.499999999999998,19
676,0.95,$\rho=0.75$,90.0,5.799999999999999,59
677,0.95,$\rho=0.75$,75.0,14.549999999999999,17
678,0.95,$\rho=0.75$,90.0,5.8199999999999985,56
679,0.95,$\rho=0.75$,75.0,14.6,18
680,0.95,$\rho=0.75$,90.0,5.839999999999999,52
681,0.95,$\rho=0.75$,75.0,14.649999999999999,18
682,0.95,$\rho=0.75$,90.0,5.8599999999999985,57
683,0.95,$\rho=0.75$,75.0,14.7,18
684,0.95,$\rho=0.75$,90.0,5.879999999999998,54
685,0.95,$\rho=0.75$,75.0,14.75,18
686,0.95,$\rho=0.75$,90.0,5.899999999999999,53
687,0.95,$\rho=0.75$,75.0,14.799999999999999,17
688,0.95,$\rho=0.75$,90.0,5.919999999999999,53
689,0.95,$\rho=0.75$,75.0,14.85,17
690,0.95,$\rho=0.75$,90.0,5.939999999999999,54
691,0.95,$\rho=0.75$,75.0,14.899999999999999,17
692,0.95,$\rho=0.75$,90.0,5.959999999999999,51
693,0.95,$\rho=0.75$,75.0,14.95,17
694,0.95,$\rho=0.75$,90.0,5.979999999999999,50
695,0.95,$\rho=0.75$,75.0,15.0,17
696,0.95,$\rho=0.75$,90.0,5.999999999999998,51
697,0.95,$\rho=0.75$,75.0,15.049999999999999,18
698,0.95,$\rho=0.75$,90.0,6.019999999999999,52
699,0.95,$\rho=0.75$,75.0,15.1,17
700,0.95,$\rho=0.75$,90.0,6.039999999999999,49
701,0.95,$\rho=0.75$,75.0,15.15,17
702,0.95,$\rho=0.75$,90.0,6.059999999999999,52
703,0.95,$\rho=0.75$,75.0,15.2,17
704,0.95,$\rho=0.75$,90.0,6.079999999999998,50
705,0.95,$\rho=0.75$,75.0,15.25,17
706,0.95,$\rho=0.75$,90.0,6.099999999999999,50
707,0.95,$\rho=0.75$,75.0,15.299999999999999,17
708,0.95,$\rho=0.75$,90.0,6.119999999999998,50
709,0.95,$\rho=0.75$,75.0,15.35,17
710,0.95,$\rho=0.75$,90.0,6.139999999999999,50
711,0.95,$\rho=0.75$,75.0,15.4,17
712,0.95,$\rho=0.75$,90.0,6.159999999999998,49
713,0.95,$\rho=0.75$,75.0,15.45,17
714,0.95,$\rho=0.75$,90.0,6.179999999999999,49
715,0.95,$\rho=0.75$,75.0,15.5,16
716,0.95,$\rho=0.75$,90.0,6.199999999999998,49
717,0.95,$\rho=0.75$,75.0,15.55,16
718,0.95,$\rho=0.75$,90.0,6.219999999999999,49
719,0.95,$\rho=0.75$,75.0,15.6,15
720,0.95,$\rho=0.75$,90.0,6.239999999999998,49
721,0.95,$\rho=0.75$,75.0,15.65,16
722,0.95,$\rho=0.75$,90.0,6.259999999999999,46
723,0.95,$\rho=0.75$,75.0,15.7,17
724,0.95,$\rho=0.75$,90.0,6.2799999999999985,47
725,0.95,$\rho=0.75$,75.0,15.75,17
726,0.95,$\rho=0.75$,90.0,6.299999999999999,48
727,0.95,$\rho=0.75$,75.0,15.8,16
728,0.95,$\rho=0.75$,90.0,6.319999999999999,45
729,0.95,$\rho=0.75$,75.0,15.85,16
730,0.95,$\rho=0.75$,90.0,6.339999999999998,47
731,0.95,$\rho=0.75$,75.0,15.9,16
732,0.95,$\rho=0.75$,90.0,6.359999999999999,48
733,0.95,$\rho=0.75$,75.0,15.950000000000001,16
734,0.95,$\rho=0.75$,90.0,6.379999999999998,44
735,0.95,$\rho=0.75$,75.0,16.0,16
736,0.95,$\rho=0.75$,90.0,6.399999999999999,46
737,0.95,$\rho=0.75$,75.0,16.05,17
738,0.95,$\rho=0.75$,90.0,6.419999999999998,45
739,0.95,$\rho=0.75$,75.0,16.1,16
740,0.95,$\rho=0.75$,90.0,6.439999999999999,44
741,0.95,$\rho=0.75$,75.0,16.150000000000002,15
742,0.95,$\rho=0.75$,90.0,6.459999999999999,44
743,0.95,$\rho=0.75$,75.0,16.2,15
744,0.95,$\rho=0.75$,90.0,6.479999999999999,43
745,0.95,$\rho=0.75$,75.0,16.25,15
746,0.95,$\rho=0.75$,90.0,6.499999999999999,42
747,0.95,$\rho=0.75$,75.0,16.3,16
748,0.95,$\rho=0.75$,90.0,6.519999999999998,45
749,0.95,$\rho=0.75$,75.0,16.35,15
750,0.95,$\rho=0.75$,90.0,6.539999999999998,43
751,0.95,$\rho=0.75$,75.0,16.400000000000002,16
752,0.95,$\rho=0.75$,90.0,6.559999999999999,41
753,0.95,$\rho=0.75$,75.0,16.45,15
754,0.95,$\rho=0.75$,90.0,6.579999999999998,43
755,0.95,$\rho=0.75$,75.0,16.5,15
756,0.95,$\rho=0.75$,90.0,6.599999999999999,42
757,0.95,$\rho=0.75$,75.0,16.55,15
758,0.95,$\rho=0.75$,90.0,6.619999999999998,41
759,0.95,$\rho=0.75$,75.0,16.6,15
760,0.95,$\rho=0.75$,90.0,6.639999999999999,41
761,0.95,$\rho=0.75$,75.0,16.650000000000002,15
762,0.95,$\rho=0.75$,90.0,6.6599999999999975,41
763,0.95,$\rho=0.75$,75.0,16.7,15
764,0.95,$\rho=0.75$,90.0,6.679999999999999,41
765,0.95,$\rho=0.75$,75.0,16.75,15
766,0.95,$\rho=0.75$,90.0,6.699999999999999,41
767,0.95,$\rho=0.75$,75.0,16.8,15
768,0.95,$\rho=0.75$,90.0,6.719999999999998,41
769,0.95,$\rho=0.75$,75.0,16.85,13
770,0.95,$\rho=0.75$,90.0,6.739999999999998,42
771,0.95,$\rho=0.75$,75.0,16.900000000000002,13
772,0.95,$\rho=0.75$,90.0,6.759999999999998,41
773,0.95,$\rho=0.75$,75.0,16.950000000000003,13
774,0.95,$\rho=0.75$,90.0,6.7799999999999985,41
775,0.95,$\rho=0.75$,75.0,17.0,13
776,0.95,$\rho=0.75$,90.0,6.799999999999999,40
777,0.95,$\rho=0.75$,75.0,17.05,15
778,0.95,$\rho=0.75$,90.0,6.8199999999999985,40
779,0.95,$\rho=0.75$,75.0,17.1,13
780,0.95,$\rho=0.75$,90.0,6.839999999999999,40
781,0.95,$\rho=0.75$,75.0,17.150000000000002,13
782,0.95,$\rho=0.75$,90.0,6.859999999999998,39
783,0.95,$\rho=0.75$,75.0,17.200000000000003,13
784,0.95,$\rho=0.75$,90.0,6.879999999999999,38
785,0.95,$\rho=0.75$,75.0,17.25,14
786,0.95,$\rho=0.75$,90.0,6.899999999999998,39
787,0.95,$\rho=0.75$,75.0,17.3,13
788,0.95,$\rho=0.75$,90.0,6.919999999999998,40
789,0.95,$\rho=0.75$,75.0,17.35,13
790,0.95,$\rho=0.75$,90.0,6.939999999999999,39
791,0.95,$\rho=0.75$,75.0,17.400000000000002,12
792,0.95,$\rho=0.75$,90.0,6.959999999999998,40
793,0.95,$\rho=0.75$,75.0,17.450000000000003,14
794,0.95,$\rho=0.75$,90.0,6.979999999999999,36
795,0.95,$\rho=0.75$,90.0,6.999999999999998,36
796,0.95,$\rho=0.75$,90.0,7.019999999999999,36
797,0.95,$\rho=0.75$,90.0,7.039999999999999,37
798,0.95,$\rho=0.75$,90.0,7.059999999999998,38
799,0.95,$\rho=0.75$,90.0,7.079999999999999,37
800,0.95,$\rho=0.75$,90.0,7.099999999999998,37
801,0.95,$\rho=0.75$,90.0,7.119999999999998,36
802,0.95,$\rho=0.75$,90.0,7.139999999999998,38
803,0.95,$\rho=0.75$,90.0,7.159999999999998,36
804,0.95,$\rho=0.75$,90.0,7.179999999999999,34
805,0.95,$\rho=0.75$,90.0,7.199999999999998,34
806,0.95,$\rho=0.75$,90.0,7.219999999999999,36
807,0.95,$\rho=0.75$,90.0,7.2399999999999975,34
808,0.95,$\rho=0.75$,90.0,7.259999999999998,34
809,0.95,$\rho=0.75$,90.0,7.279999999999999,36
810,0.95,$\rho=0.75$,90.0,7.299999999999998,35
811,0.95,$\rho=0.75$,90.0,7.3199999999999985,35
812,0.95,$\rho=0.75$,90.0,7.339999999999998,35
813,0.95,$\rho=0.75$,90.0,7.3599999999999985,33
814,0.95,$\rho=0.75$,90.0,7.379999999999997,34
815,0.95,$\rho=0.75$,90.0,7.399999999999999,33
816,0.95,$\rho=0.75$,90.0,7.419999999999999,35
817,0.95,$\rho=0.75$,90.0,7.439999999999998,34
818,0.95,$\rho=0.75$,90.0,7.459999999999998,34
819,0.95,$\rho=0.75$,90.0,7.479999999999998,34
820,0.95,$\rho=0.75$,90.0,7.499999999999998,32
821,0.95,$\rho=0.75$,90.0,7.519999999999999,33
822,0.95,$\rho=0.75$,90.0,7.539999999999998,33
823,0.95,$\rho=0.75$,90.0,7.559999999999999,32
824,0.95,$\rho=0.75$,90.0,7.579999999999998,33
825,0.95,$\rho=0.75$,90.0,7.599999999999999,34
826,0.95,$\rho=0.75$,90.0,7.619999999999997,32
827,0.95,$\rho=0.75$,90.0,7.639999999999998,32
828,0.95,$\rho=0.75$,90.0,7.659999999999998,32
829,0.95,$\rho=0.75$,90.0,7.679999999999998,33
830,0.95,$\rho=0.75$,90.0,7.699999999999998,32
831,0.95,$\rho=0.75$,90.0,7.719999999999998,31
832,0.95,$\rho=0.75$,90.0,7.739999999999998,32
833,0.95,$\rho=0.75$,90.0,7.759999999999999,32
834,0.95,$\rho=0.75$,90.0,7.779999999999998,32
835,0.95,$\rho=0.75$,90.0,7.799999999999999,32
836,0.95,$\rho=0.75$,90.0,7.819999999999998,29
837,0.95,$\rho=0.75$,90.0,7.839999999999998,31
838,0.95,$\rho=0.75$,90.0,7.8599999999999985,30
839,0.95,$\rho=0.75$,90.0,7.879999999999998,29
840,0.95,$\rho=0.75$,90.0,7.899999999999999,29
841,0.95,$\rho=0.75$,90.0,7.919999999999998,29
842,0.95,$\rho=0.75$,90.0,7.939999999999999,29
843,0.95,$\rho=0.75$,90.0,7.959999999999997,29
844,0.95,$\rho=0.75$,90.0,7.979999999999999,29
845,0.95,$\rho=0.75$,90.0,7.999999999999999,30
846,0.95,$\rho=0.75$,90.0,8.019999999999998,29
847,0.95,$\rho=0.75$,90.0,8.04,28
848,0.95,$\rho=0.75$,90.0,8.059999999999997,29
849,0.95,$\rho=0.75$,90.0,8.079999999999998,28
850,0.95,$\rho=0.75$,90.0,8.1,29
851,0.95,$\rho=0.75$,90.0,8.119999999999997,28
852,0.95,$\rho=0.75$,90.0,8.139999999999999,28
853,0.95,$\rho=0.75$,90.0,8.159999999999998,28
854,0.95,$\rho=0.75$,90.0,8.179999999999998,28
855,0.95,$\rho=0.75$,90.0,8.199999999999998,27
856,0.95,$\rho=0.75$,90.0,8.219999999999999,28
857,0.95,$\rho=0.75$,90.0,8.239999999999998,28
858,0.95,$\rho=0.75$,90.0,8.259999999999998,29
859,0.95,$\rho=0.75$,90.0,8.279999999999998,28
860,0.95,$\rho=0.75$,90.0,8.299999999999997,27
861,0.95,$\rho=0.75$,90.0,8.319999999999999,28
862,0.95,$\rho=0.75$,90.0,8.339999999999998,26
863,0.95,$\rho=0.75$,90.0,8.359999999999998,26
864,0.95,$\rho=0.75$,90.0,8.379999999999999,26
865,0.95,$\rho=0.75$,90.0,8.399999999999999,26
866,0.95,$\rho=0.75$,90.0,8.419999999999998,26
867,0.95,$\rho=0.75$,90.0,8.439999999999998,25
868,0.95,$\rho=0.75$,90.0,8.459999999999997,26
869,0.95,$\rho=0.75$,90.0,8.479999999999999,25
870,0.95,$\rho=0.75$,90.0,8.499999999999998,25
871,0.95,$\rho=0.75$,90.0,8.519999999999998,25
872,0.95,$\rho=0.75$,90.0,8.539999999999997,26
873,0.95,$\rho=0.75$,90.0,8.559999999999999,25
874,0.95,$\rho=0.75$,90.0,8.579999999999998,25
875,0.95,$\rho=0.75$,90.0,8.599999999999998,24
876,0.95,$\rho=0.75$,90.0,8.62,24
877,0.95,$\rho=0.75$,90.0,8.639999999999997,25
878,0.95,$\rho=0.75$,90.0,8.659999999999998,24
879,0.95,$\rho=0.75$,90.0,8.679999999999998,24
880,0.95,$\rho=0.75$,90.0,8.699999999999998,25
881,0.95,$\rho=0.75$,90.0,8.719999999999999,24
882,0.95,$\rho=0.75$,90.0,8.739999999999998,25
883,0.95,$\rho=0.75$,90.0,8.759999999999998,24
884,0.95,$\rho=0.75$,90.0,8.779999999999998,24
885,0.95,$\rho=0.75$,90.0,8.799999999999999,24
886,0.95,$\rho=0.75$,90.0,8.819999999999999,23
887,0.95,$\rho=0.75$,90.0,8.839999999999998,24
888,0.95,$\rho=0.75$,90.0,8.859999999999998,24
889,0.95,$\rho=0.75$,90.0,8.879999999999997,23
890,0.95,$\rho=0.75$,90.0,8.899999999999999,24
891,0.95,$\rho=0.75$,90.0,8.919999999999998,24
892,0.95,$\rho=0.75$,90.0,8.939999999999998,24
893,0.95,$\rho=0.75$,90.0,8.959999999999999,23
894,0.95,$\rho=0.75$,90.0,8.979999999999997,23
895,0.95,$\rho=0.75$,90.0,8.999999999999998,24
896,0.95,$\rho=0.75$,90.0,9.019999999999998,23
897,0.95,$\rho=0.75$,90.0,9.039999999999997,23
898,0.95,$\rho=0.75$,90.0,9.059999999999999,23
899,0.95,$\rho=0.75$,90.0,9.079999999999998,23
900,0.95,$\rho=0.75$,90.0,9.099999999999998,23
901,0.95,$\rho=0.75$,90.0,9.119999999999997,23
902,0.95,$\rho=0.75$,90.0,9.139999999999999,23
903,0.95,$\rho=0.75$,90.0,9.159999999999997,22
904,0.95,$\rho=0.75$,90.0,9.179999999999998,22
905,0.95,$\rho=0.75$,90.0,9.2,21
906,0.95,$\rho=0.75$,90.0,9.219999999999997,23
907,0.95,$\rho=0.75$,90.0,9.239999999999998,22
908,0.95,$\rho=0.75$,90.0,9.259999999999998,21
909,0.95,$\rho=0.75$,90.0,9.279999999999998,21
910,0.95,$\rho=0.75$,90.0,9.299999999999999,21
911,0.95,$\rho=0.75$,90.0,9.319999999999999,21
912,0.95,$\rho=0.75$,90.0,9.339999999999998,21
913,0.95,$\rho=0.75$,90.0,9.359999999999998,21
914,0.95,$\rho=0.75$,90.0,9.379999999999997,20
915,0.95,$\rho=0.75$,90.0,9.399999999999997,21
916,0.95,$\rho=0.75$,90.0,9.419999999999998,23
917,0.95,$\rho=0.75$,90.0,9.439999999999998,21
918,0.95,$\rho=0.75$,90.0,9.459999999999997,21
919,0.95,$\rho=0.75$,90.0,9.479999999999999,20
920,0.95,$\rho=0.75$,90.0,9.499999999999996,20
921,0.95,$\rho=0.75$,90.0,9.519999999999998,21
922,0.95,$\rho=0.75$,90.0,9.54,21
923,0.95,$\rho=0.75$,90.0,9.559999999999997,21
924,0.95,$\rho=0.75$,90.0,9.579999999999998,20
925,0.95,$\rho=0.75$,90.0,9.599999999999998,20
926,0.95,$\rho=0.75$,90.0,9.619999999999997,20
927,0.95,$\rho=0.75$,90.0,9.639999999999997,20
928,0.95,$\rho=0.75$,90.0,9.659999999999998,19
929,0.95,$\rho=0.75$,90.0,9.679999999999998,20
930,0.95,$\rho=0.75$,90.0,9.699999999999998,20
931,0.95,$\rho=0.75$,90.0,9.719999999999999,20
932,0.95,$\rho=0.75$,90.0,9.739999999999997,20
933,0.95,$\rho=0.75$,90.0,9.759999999999998,18
934,0.95,$\rho=0.75$,90.0,9.779999999999998,20
935,0.95,$\rho=0.75$,90.0,9.799999999999997,18
936,0.95,$\rho=0.75$,90.0,9.819999999999999,18
937,0.95,$\rho=0.75$,90.0,9.839999999999998,19
938,0.95,$\rho=0.75$,90.0,9.859999999999998,18
939,0.95,$\rho=0.75$,90.0,9.879999999999997,20
940,0.95,$\rho=0.75$,90.0,9.899999999999999,18
941,0.95,$\rho=0.75$,90.0,9.919999999999998,19
942,0.95,$\rho=0.75$,90.0,9.939999999999998,18
943,0.95,$\rho=0.75$,90.0,9.959999999999997,18
944,0.95,$\rho=0.75$,90.0,9.979999999999997,18
