id,keyword,timestamp,pos1,pos2,neg1,neg2,new1,new2,n_queries,domain,lang,time_elapsed,acc
703,typhoid,2019-05-18 21:02:56.127082,"['cholera', 'infection', 'pox']","['කොලරාව', 'සීකා', 'පාචන', 'පාචනය']",[],[],[],[],41,Disaster Relief,Sinhalese,123.11,
703,clotting,2019-05-18 21:04:07.516493,"['thyroid', 'spinal']","['රසායනිකයක්', 'රුධිර']","['gland', 'hormone']","['විෂබීජ', 'කොලරාව', 'මදුරුවන්ට', 'ආසාදන']",[],['රුධිර'],42,Disaster Relief,Sinhalese,124.29,
703,taken,2019-05-18 21:06:00.841038,"['brought', 'carried']",['සිදුකිරීමෙන්'],"['put', 'held', 'given']","['ලැබීමෙන්', 'ලැබූ', 'ලැබුණු', 'යවපු']",[],[],43,Disaster Relief,Sinhalese,126.18,
703,heavily,2019-05-18 21:14:50.336906,"['largely', 'severely']",['දැඩිව'],[],"['වලදී', 'මුවාවෙන්', 'ගොවීන්ගේ', 'කාලයක', 'සිටුවීමට']",[],['දැඩිව'],44,Disaster Relief,Sinhalese,135.01,
703,worst,2019-05-18 21:15:11.606046,"['terrible', 'horrible', 'devastating']","['දරුණුම', 'දරුණුතම', 'බරපතලම']","['disastrous', 'tragic']","['ආපදාවලින්', 'කවදාද']",[],[],45,Disaster Relief,Sinhalese,135.36,60.69
703,killed,2019-05-18 21:15:52.770707,"['wounded', 'injured', 'killing', 'attacked']","['මිය', 'හුවමාරුවකින්', 'මියගොස්', 'බෝම්බයකින්']",['kidnapped'],['පළා'],[],[],46,Disaster Relief,Sinhalese,136.04,
703,ebola,2019-05-18 21:16:36.290618,"['typhoid', 'virus', 'influenza', 'infection']","['මදුරුවන්ගෙන්', 'සීකා', 'වෛරස්', 'වෛරසය']",['diphtheria'],['කොලරාව'],[],[],47,Disaster Relief,Sinhalese,136.78,
703,terrorist,2019-05-18 21:17:27.900346,"['terror', 'terrorism', 'extremist', 'militant', 'jihadist']","['මිලේච්ඡ', 'කල්ලි', 'අන්තවාදී']",[],"['පැමිණවීම', 'එල්ලවන', 'පතුරවමින්']",[],['අන්තවාදී'],48,Disaster Relief,Sinhalese,137.63,
703,deaths,2019-05-18 21:18:06.936936,"['fatalities', 'incidents', 'fatal', 'casualties', 'illnesses']",['මරණ'],[],"['ආබාධවලට', 'රෝගීන්ගේ', 'කෑම්', 'රෝගීන්ගෙන්', 'වාර්තාවන']",[],['මරණ'],49,Disaster Relief,Sinhalese,138.28,
703,somalia,2019-05-18 21:19:06.605206,"['mali', 'yemen', 'mogadishu', 'amisom', 'ethiopia']","['ඇමරිකාව', 'සෞදිය', 'යේමනය', 'මැදපෙරදිග']",[],['අන්තවාදීන්ට'],[],[],50,Disaster Relief,Sinhalese,139.28,60.86
677,disease,2019-05-18 03:20:11.649082,"['diseases', 'infection', 'infections']","['රෝගය', 'රෝග']","['cancer', 'influenza']","['වෛරසය', 'වෛරස්', 'සීකා']",[],[],1,Disaster Relief,Sinhalese,3.77,
677,ambulance,2019-05-18 03:10:20.618576,"['ambulances', 'medics', 'emergency']","['රථයෙන්ම', 'තුවාලකරුවන්']","['hospital', 'helicopter']","['නිවන', 'පරික්ෂකවරයා', 'කඳවුරේ']",[],[],2,Disaster Relief,Sinhalese,4.27,
677,flu,2019-05-18 03:20:44.214459,"['influenza', 'infection']","['රෝගය', 'වසංගතය', 'එන්නත්']","['virus', 'measles', 'pertussis']","['වෛරස්', 'වැළඳුණු']",[],[],3,Disaster Relief,Sinhalese,4.32,
677,dengue,2019-05-18 03:20:49.694351,[],[],[],[],[],[],4,Disaster Relief,Sinhalese,4.41,
677,bacteria,2019-05-18 03:12:38.584774,"['acids', 'mosquitoes']","['ආසාදන', 'කීටයන්', 'අම්ල']","['viruses', 'virus', 'salmonella']","['කොලරාව', 'පාචනය']",[],[],5,Disaster Relief,Sinhalese,4.27,66.21
677,coughing,2019-05-18 03:21:42.878817,"['cough', 'flu-like']",[],"['vomiting', 'diarrhea', 'pain']","['කැක්කුම', 'ඇඟපත', 'වැලඳුණු', 'කොන්දේ', 'වමනය']",[],[],6,Disaster Relief,Sinhalese,5.29,
677,hospitals,2019-05-18 03:21:56.839953,"['clinics', 'hospital', 'nurses']","['රෝහල්වල', 'රෝගීන්', 'රෝහල්වලින්', 'සැත්කම්', 'සායන']","['schools', 'orphanages']",[],[],[],7,Disaster Relief,Sinhalese,5.52,
677,contagious,2019-05-18 03:14:16.378773,"['infectious', 'disease', 'diseases']","['රෝගය', 'රෝග', 'වැලඳුණු']","['diarrhea', 'influenza']","['පාචනය', 'කොලරාව']",[],[],8,Disaster Relief,Sinhalese,4.27,
677,symptoms,2019-05-18 03:22:31.093906,"['flu-like', 'illnesses', 'ailments', 'illness']","['රෝග', 'වැලඳුණු', 'රෝගවලට']",['vomiting'],"['කොලරාව', 'මුඛ']",[],[],9,Disaster Relief,Sinhalese,6.11,
677,wounded,2019-05-18 03:22:56.502949,['injured'],[],"['killed', 'injuring', 'dead', 'policemen']","['හුවමාරුවකින්', 'පළා', 'නේවාසිකව', 'සෙබළුන්', 'මියගොස්']",[],[],10,Disaster Relief,Sinhalese,6.52,56.21
677,breathing,2019-05-18 03:23:28.458991,['breathe'],"['කැක්කුම', 'අපහසුවක්', 'අමාරුව']","['sleep', 'vomiting', 'swallowing', 'dizziness']","['සීතලක්', 'පීඩනයෙන්']",[],[],11,Disaster Relief,Sinhalese,7.06,
677,fluids,2019-05-18 03:16:34.245001,['dehydration'],[],"['chlorine', 'clotting', 'chemicals', 'toxic']","['රසායනිකයක්', 'ගර්භාෂ', 'අම්ල', 'ඒවායෙන්', 'ගවයින්ට']",[],[],12,Disaster Relief,Sinhalese,4.27,
677,casualties,2019-05-18 03:24:00.105850,"['causalities', 'fatalities', 'civilians', 'soldiers', 'deaths']","['ජීවිතහානි', 'බෝම්බ', 'නායයාම්වලින්', 'භූකම්පනය']",[],['වර්ෂාවෙන්'],[],[],13,Disaster Relief,Sinhalese,7.59,
677,injuries,2019-05-18 03:17:33.229727,"['injury', 'lacerations', 'injured']","['තුවාල', 'ආබාධවලට', 'රෝගයක්']","['illness', 'ailments']","['පාදයකට', 'අකල්']",[],[],14,Disaster Relief,Sinhalese,4.27,
677,ill,2019-05-18 03:24:40.299366,"['sick', 'illness']","['අසනීප', 'පෙළෙන', 'ලෙඩ', 'පෙළුණු']","['bedridden', 'pregnant', 'helpless']",['රෝගියෙකු'],[],[],15,Disaster Relief,Sinhalese,8.26,62.07
677,victims,2019-05-18 03:25:04.624018,['victim'],"['පීඩා', 'පීඩාවන්', 'රෝගයෙන්']","['survivors', 'perpetrators', 'families', 'relatives']","['සිද්ධීන්', 'හිංසා']",[],[],16,Disaster Relief,Sinhalese,8.66,
677,vaccine,2019-05-18 03:25:22.553716,"['vaccines', 'flu', 'tetanus', 'measles']","['එන්නත්', 'ළදරුවන්ගේ', 'රෝගය', 'වෛරස්', 'වෛරසය']",['virus'],[],[],[],17,Disaster Relief,Sinhalese,8.96,
677,glaucoma,2019-05-18 03:25:52.924085,"['hypertension', 'diabetes']",[],"['cancer', 'thyroid', 'infection']","['ශ්වසන', 'කොලරාව', 'මුඛ', 'පාචන', 'සීකා']",[],[],18,Disaster Relief,Sinhalese,9.46,
677,over,2019-05-18 03:26:15.784747,"['past', 'nearly']",['නොහැකිව'],"['ahead', 'months', 'years']","['නේවාසිකාගාරවල', 'දෙකේම', 'ඇරඹි', 'අනතුරේ']",[],[],19,Disaster Relief,Sinhalese,9.84,
677,rhinitis,2019-05-18 03:27:23.099682,['cold'],"['ආසාදන', 'රෝගවලට']","['thyroxine', 'glaucoma', 'diarrhea', 'ocular', 'hypertension']","['කොලරාව', 'හිසරදය', 'පාචනය']",['cold'],[],20,Disaster Relief,Sinhalese,10.97,60.34
677,outbreak,2019-05-18 03:27:48.324602,"['epidemic', 'influenza', 'cholera', 'epidemics', 'virus']","['වසංගතය', 'උවදුර', 'රෝගය']",[],"['මර්ධනය', 'තැලසීමියා']",[],[],21,Disaster Relief,Sinhalese,11.39,
677,clot,2019-05-18 03:28:07.785510,['brain'],['මොළයේ'],"['spinal', 'liver', 'gland', 'spine']","['රෝගියාගේ', 'කැක්කුම', 'සැත්කමකින්', 'ඇදුම']",[],[],22,Disaster Relief,Sinhalese,11.71,
677,coverage,2019-05-18 03:28:43.114754,"['healthcare', 'insurance', 'care', 'cover']",['ආපදාවලින්'],['updates'],"['තැන්පතු', 'ආයතනවලින්', 'හිමිකම', 'ගාණත්']",[],[],23,Disaster Relief,Sinhalese,12.31,
677,drain,2019-05-18 03:29:11.955335,"['overflows', 'flow', 'drainage']",[],"['pumping', 'collapsing']","['කරදිය', 'යටවීමේ', 'සේදී', 'වැව්', 'ළිංවල']",[],[],24,Disaster Relief,Sinhalese,12.77,
677,fucking,2019-05-18 03:29:46.514190,['!'],[],"['ass', 'idiots', 'scumbags', 'shouldnt']","['මක්කටෙයි', 'නැතේ', 'උනු', 'නටන්නේ', 'පිස්සු']",[],[],25,Disaster Relief,Sinhalese,13.36,61.72
677,caused,2019-05-18 03:30:04.334758,"['triggered', 'causing']","['සිදුව', 'සිදුවී', 'සිදුවන්නට', 'ලක්වීමට']","['exacerbated', 'affected', 'plagued']",['අවධානමකට'],[],[],26,Disaster Relief,Sinhalese,13.66,
677,given,2019-05-18 03:30:22.581343,"['granted', 'offered', 'provided']","['ලබාදෙන', 'ලැබෙන්නේ']","['giving', 'taken']","['ලැබේවි', 'නොලැබුණ', 'සැලසෙනවා']",[],[],27,Disaster Relief,Sinhalese,13.96,
677,attacked,2019-05-18 03:30:47.085486,"['assaulted', 'harassed']",[],"['killed', 'kidnapped', 'attacking']","['ගලවාගෙන', 'කදවුරකට', 'පළා', 'බෝම්බයකින්', 'හැසිරුණු']",[],[],28,Disaster Relief,Sinhalese,14.37,
677,wide,2019-05-18 03:31:06.063813,"['broad', 'large']",['ලොකු'],"['range', 'variety', 'diverse']","['දෙපස', 'පිවිස', 'තවත්', 'කාර්යයේ']",[],[],29,Disaster Relief,Sinhalese,14.69,
677,blood,2019-05-18 03:31:23.653818,"['clotting', 'clot']",['රුධිරාණු'],"['liver', 'thyroid', 'fat']","['ශරීරයට', 'විෂබීජ', 'සිරුරට', 'සිරුරෙන්']",[],[],30,Disaster Relief,Sinhalese,14.97,62.41
677,happen,2019-05-18 03:31:46.165185,"['happens', 'happened', 'happening']",['වෙයිද'],"['do', 'mean']","['බලනවා', 'බලන්නේ', 'නැත්තෙ', 'කරන්නෑ']",[],[],31,Disaster Relief,Sinhalese,15.36,
677,throat,2019-05-18 03:32:08.095364,[],"['ගෙලට', 'බෙල්ල']","['stomach', 'chest', 'nose', 'mouth', 'hips']","['කැක්කුම', 'ඇඟපත', 'කූර']",[],[],32,Disaster Relief,Sinhalese,15.72,
677,tube,2019-05-18 03:32:35.455219,[],['කාණු'],"['beam', 'coils', 'nipple', 'pump', 'fuse']","['සෝපානය', 'කූර', 'ස්ලැබ්', 'ටැංකිය']",[],[],33,Disaster Relief,Sinhalese,16.17,
677,reduce,2019-05-18 03:33:15.454447,"['lessen', 'reducing', 'minimize', 'mitigate']",['අඩුකිරීමේ'],['increase'],"['පාරිභෝගිකයන්ගේ', 'වැඩියි', 'ගෙව්වා', 'තුන්ගුණයකින්']",[],[],34,Disaster Relief,Sinhalese,16.84,
677,tuberculosis,2019-05-18 03:33:32.329492,['tb'],['රෝගය'],"['malaria', 'diseases', 'aids', 'hiv']","['වෛරස්', 'මැලේරියා', 'රෝග', 'රෝගයෙන්']",[],[],35,Disaster Relief,Sinhalese,17.12,61.21
677,lives,2019-05-18 03:34:06.054377,"['life', 'living', 'livelihoods']",[],"['families', 'children']","['සතුනුත්', 'මාතෘ', 'නින්දේ', 'ඔවුන්ව', 'අහිංසක']",[],[],36,Disaster Relief,Sinhalese,17.69,
677,innocent,2019-05-18 03:34:21.875912,[],['අහිංසක'],"['heinous', 'civilians', 'imprisoning', 'killing', 'helpless']","['චේතනාවෙන්', 'ඔවුන්ගෙන්', 'හිතාමතා', 'පාතාලයේ']",[],[],37,Disaster Relief,Sinhalese,17.94,
677,plague,2019-05-18 03:34:58.659426,"['epidemic', 'epidemics', 'outbreak']","['පරිහානියට', 'විපත්']","['ravages', 'typhoid']","['තුරන්', 'යුද්ධ', 'පීඩා']",[],[],38,Disaster Relief,Sinhalese,18.56,
677,both,2019-05-18 03:35:18.335716,"['all', 'equally', 'alike']",['සෙසු'],"['various', 'respective']","['සමීපව', 'අනිකුත්', 'එකෙනුත්', 'කරනකොට']",[],[],39,Disaster Relief,Sinhalese,18.89,
677,came,2019-05-18 03:35:50.655384,[],[],"['went', 'broke', 'fell', 'took', 'ran']","['ඇතිවු', 'ඇතිවූ', 'වැටුණා', 'දුන්', 'ගත්තේය']",[],[],40,Disaster Relief,Sinhalese,19.42,61.38
677,typhoid,2019-05-18 03:36:11.350417,['infection'],['ශරීරගතවීම'],"['diarrhea', 'cholera', 'diphtheria', 'pox']","['කොලරාව', 'සීකා', 'පාචන', 'පාචනය']",[],[],41,Disaster Relief,Sinhalese,19.77,
677,clotting,2019-05-18 03:36:29.654651,[],[],"['thyroxine', 'thyroid', 'gland', 'hormone', 'spinal']","['විෂබීජ', 'කොලරාව', 'මදුරුවන්ට', 'ආසාදන', 'රසායනිකයක්']",[],[],42,Disaster Relief,Sinhalese,20.07,
677,taken,2019-05-18 03:36:51.746604,['carried'],['යවපු'],"['put', 'brought', 'held', 'given']","['ලැබීමෙන්', 'සිදුකිරීමෙන්', 'ලැබූ', 'ලැබුණු']",[],[],43,Disaster Relief,Sinhalese,20.44,
677,heavily,2019-05-18 03:37:08.435346,"['largely', 'mainly', 'mostly', 'predominantly']",[],['severely'],"['වලදී', 'මුවාවෙන්', 'ගොවීන්ගේ', 'කාලයක', 'සිටුවීමට']",[],[],44,Disaster Relief,Sinhalese,20.72,
677,worst,2019-05-18 03:38:02.115045,"['terrible', 'disastrous', 'horrible', 'devastating', 'tragic']","['දරුණුම', 'දරුණුතම', 'බරපතලම']",[],"['ආපදාවලින්', 'කවදාද']",[],[],45,Disaster Relief,Sinhalese,21.62,60.34
677,killed,2019-05-18 03:37:42.020001,['killing'],"['මිය', 'මියගොස්']","['wounded', 'injured', 'attacked', 'kidnapped']","['හුවමාරුවකින්', 'පළා', 'බෝම්බයකින්']",[],[],46,Disaster Relief,Sinhalese,21.29,
677,ebola,2019-05-18 03:38:31.374555,['virus'],"['වෛරස්', 'වෛරසය']","['typhoid', 'influenza', 'diphtheria', 'infection']","['මදුරුවන්ගෙන්', 'සීකා', 'කොලරාව']",[],[],47,Disaster Relief,Sinhalese,22.11,
677,terrorist,2019-05-18 03:38:49.860414,"['terror', 'terrorism', 'extremist', 'militant', 'jihadist']","['මිලේච්ඡ', 'එල්ලවන']",[],"['පැමිණවීම', 'පතුරවමින්', 'කල්ලි']",[],[],48,Disaster Relief,Sinhalese,22.41,
677,deaths,2019-05-18 03:39:04.955455,"['fatalities', 'fatal', 'casualties']",[],"['incidents', 'illnesses']","['ආබාධවලට', 'රෝගීන්ගේ', 'කෑම්', 'රෝගීන්ගෙන්', 'වාර්තාවන']",[],[],49,Disaster Relief,Sinhalese,22.66,
677,somalia,2019-05-18 03:39:24.314679,['mogadishu'],[],"['mali', 'yemen', 'amisom', 'ethiopia']","['ඇමරිකාව', 'සෞදිය', 'යේමනය', 'මැදපෙරදිග', 'අන්තවාදීන්ට']",[],[],50,Disaster Relief,Sinhalese,22.99,60.52
854,disease,2019-05-20 04:19:39.225202,"['diseases', 'infection', 'cancer', 'infections', 'influenza']","['රෝගය', 'රෝග', 'වෛරසය', 'වෛරස්', 'සීකා']",[],[],[],[],1,Disaster Relief,Sinhalese,6.45,
854,ambulance,2019-05-20 04:28:16.878802,"['ambulances', 'medics', 'hospital', 'emergency', 'disaster', 'doctor']","['තුවාලකරුවන්', 'කඳවුරේ', 'ගිලන්', 'ලෙඩ', 'හදිසි', 'දොස්තර', 'රෝගි', 'රෝහල', 'අනතුර']",['helicopter'],"['නිවන', 'රථයෙන්ම', 'පරික්ෂකවරයා']","['disaster', 'doctor']","['ගිලන්', 'ලෙඩ', 'හදිසි', 'දොස්තර', 'රෝගි', 'රෝහල', 'අනතුර']",2,Disaster Relief,Sinhalese,15.07,
854,flu,2019-05-20 04:34:10.746132,"['influenza', 'virus', 'infection', 'fever', 'body', 'temperature', 'lethargic', 'isolated']","['රෝගය', 'වෛරස්', 'වැළඳුණු', 'එන්නත්', 'මදුරුවන්ගෙන්', 'ලෙඩක්', 'අලස්']",[],['වසංගතය'],"['fever', 'body', 'temperature', 'lethargic', 'isolated']","['මදුරුවන්ගෙන්', 'ලෙඩක්', 'අලස්']",3,Disaster Relief,Sinhalese,20.97,
854,dengue,2019-05-20 04:36:01.944541,"['mosquito', 'waterborne']",['මරණය'],"['infections', 'infection', 'influenza', 'cholera', 'malaria']","['පාචනය', 'රෝගයෙන්', 'කොලරාව', 'ක්ෂයරෝගය', 'ආසාදනය']","['mosquito', 'waterborne']",['මරණය'],4,Disaster Relief,Sinhalese,22.82,
854,bacteria,2019-05-20 04:37:24.544068,['salmonella'],"['ආසාදන', 'කීටයන්', 'පාචනය', 'බැක්ටීරියාවක්']","['viruses', 'acids', 'virus', 'mosquitoes']","['කොලරාව', 'අම්ල']",[],['බැක්ටීරියාවක්'],5,Disaster Relief,Sinhalese,24.2,66.38
854,coughing,2019-05-20 04:37:53.424253,"['vomiting', 'cough']",['කැස්ස'],"['flu-like', 'diarrhea', 'pain']","['කැක්කුම', 'ඇඟපත', 'වැලඳුණු', 'කොන්දේ', 'වමනය']",[],['කැස්ස'],6,Disaster Relief,Sinhalese,24.69,
854,hospitals,2019-05-20 04:38:31.379340,"['clinics', 'hospital', 'nurses']","['රෝහල්වල', 'රෝගීන්', 'රෝහල්වලින්', 'සැත්කම්', 'සායන', 'සුවෙන්']","['schools', 'orphanages']",[],[],['සුවෙන්'],7,Disaster Relief,Sinhalese,25.32,
854,contagious,2019-05-20 04:39:11.867980,"['infectious', 'diarrhea', 'disease', 'diseases', 'influenza']","['පාචනය', 'කොලරාව', 'රෝග', 'වැලඳුණු', 'බෝවන']",[],['රෝගය'],[],['බෝවන'],8,Disaster Relief,Sinhalese,25.99,
854,symptoms,2019-05-20 04:40:34.804137,"['flu-like', 'vomiting']","['ලක්ෂණයක්', 'රෝගය']","['illnesses', 'ailments', 'illness']","['කොලරාව', 'රෝග', 'වැලඳුණු', 'රෝගවලට', 'මුඛ']",[],"['ලක්ෂණයක්', 'රෝගය']",9,Disaster Relief,Sinhalese,27.37,
854,wounded,2019-05-20 04:41:28.152586,"['injured', 'injuring']",['තුවාලයි'],"['killed', 'dead', 'policemen']","['හුවමාරුවකින්', 'පළා', 'නේවාසිකව', 'සෙබළුන්', 'මියගොස්']",[],['තුවාලයි'],10,Disaster Relief,Sinhalese,28.27,65.52
854,breathing,2019-05-20 04:42:13.456299,['breathe'],"['අපහසුවක්', 'අමාරුව', 'පීඩනයෙන්', 'හුස්ම']","['sleep', 'vomiting', 'swallowing', 'dizziness']","['කැක්කුම', 'සීතලක්']",[],['හුස්ම'],11,Disaster Relief,Sinhalese,29.02,
854,fluids,2019-05-20 04:43:04.699442,"['dehydration', 'chemicals']","['රසායනිකයක්', 'අම්ල', 'දියර']","['chlorine', 'clotting', 'toxic']","['ගර්භාෂ', 'ඒවායෙන්', 'ගවයින්ට']",[],['දියර'],12,Disaster Relief,Sinhalese,29.87,
854,casualties,2019-05-20 04:44:53.406846,"['causalities', 'fatalities', 'civilians', 'soldiers', 'deaths', 'injuries', 'missing']","['ජීවිතහානි', 'තුවාලකරුවන්', 'මියගිය', 'අතුරුදන්වූවන්']",[],"['බෝම්බ', 'වර්ෂාවෙන්', 'නායයාම්වලින්', 'භූකම්පනය']","['injuries', 'missing']","['තුවාලකරුවන්', 'මියගිය', 'අතුරුදන්වූවන්']",13,Disaster Relief,Sinhalese,31.69,
854,injuries,2019-05-20 04:45:34.580366,"['injury', 'lacerations', 'injured']","['පාදයකට', 'තුවාල', 'ආබාධවලට']",['illness'],"['අකල්', 'රෝගයක්']",[],[],14,Disaster Relief,Sinhalese,32.37,
854,ill,2019-05-20 04:46:11.226507,"['sick', 'bedridden', 'illness']","['අසනීප', 'ලෙඩ', 'රෝගියෙකු', 'රෝග']","['pregnant', 'helpless']",[],[],['රෝග'],15,Disaster Relief,Sinhalese,32.99,72.07
854,victims,2019-05-20 04:46:51.115240,"['survivors', 'families', 'victim']","['පීඩා', 'පීඩාවන්', 'හිංසා']","['perpetrators', 'relatives']","['සිද්ධීන්', 'රෝගයෙන්']",[],[],16,Disaster Relief,Sinhalese,33.65,
854,vaccine,2019-05-20 04:47:09.757432,"['vaccines', 'virus', 'flu', 'tetanus']","['එන්නත්', 'ළදරුවන්ගේ', 'රෝගය', 'වෛරස්', 'වෛරසය']",[],[],[],[],17,Disaster Relief,Sinhalese,33.95,
854,glaucoma,2019-05-20 04:48:49.382849,"['hypertension', 'diabetes']","['ඇස්', 'අන්ධ']","['cancer', 'thyroid', 'infection']","['ශ්වසන', 'කොලරාව', 'මුඛ', 'පාචන', 'සීකා']",[],"['ඇස්', 'අන්ධ']",18,Disaster Relief,Sinhalese,35.62,
854,over,2019-05-20 04:50:24.115204,[],"['ඉවරයි', 'නිමවී']","['past', 'nearly', 'ahead', 'months', 'years']","['නොහැකිව', 'නේවාසිකාගාරවල', 'දෙකේම', 'ඇරඹි', 'අනතුරේ']",[],"['ඉවරයි', 'නිමවී']",19,Disaster Relief,Sinhalese,37.2,
854,rhinitis,2019-05-20 04:51:07.202332,[],['ආසාදන'],"['thyroxine', 'glaucoma', 'diarrhea', 'ocular', 'hypertension']","['කොලරාව', 'හිසරදය', 'රෝගවලට', 'පාචනය']",[],[],20,Disaster Relief,Sinhalese,37.92,68.79
854,outbreak,2019-05-20 04:51:20.949490,"['epidemic', 'influenza', 'cholera', 'epidemics', 'virus']","['වසංගතය', 'උවදුර', 'රෝගය', 'මර්ධනය']",[],['තැලසීමියා'],[],[],21,Disaster Relief,Sinhalese,38.14,
854,clot,2019-05-20 04:52:14.893536,['brain'],['මොළයේ'],"['spinal', 'liver', 'gland', 'spine']","['රෝගියාගේ', 'කැක්කුම', 'සැත්කමකින්', 'ඇදුම']",[],[],22,Disaster Relief,Sinhalese,39.04,
854,coverage,2019-05-20 04:52:36.865086,"['healthcare', 'insurance', 'care', 'cover']","['ආපදාවලින්', 'හිමිකම']",['updates'],"['තැන්පතු', 'ආයතනවලින්', 'ගාණත්']",[],[],23,Disaster Relief,Sinhalese,39.4,
854,drain,2019-05-20 04:52:59.776784,['drainage'],"['යටවීමේ', 'වැව්']","['overflows', 'pumping', 'flow', 'collapsing']","['කරදිය', 'සේදී', 'ළිංවල']",[],[],24,Disaster Relief,Sinhalese,39.79,
854,fucking,2019-05-20 04:55:45.497205,['ass'],['සංසර්ගය'],"['!', 'idiots', 'scumbags', 'shouldnt']","['මක්කටෙයි', 'නැතේ', 'උනු', 'නටන්නේ', 'පිස්සු']",[],['සංසර්ගය'],25,Disaster Relief,Sinhalese,42.55,68.79
854,caused,2019-05-20 04:56:07.685235,"['triggered', 'affected', 'plagued']",['සිදුවී'],"['causing', 'exacerbated']","['සිදුව', 'සිදුවන්නට', 'ලක්වීමට', 'අවධානමකට']",[],[],26,Disaster Relief,Sinhalese,42.92,
854,given,2019-05-20 04:56:35.120745,"['granted', 'offered', 'provided']",['ලබාදෙන'],"['giving', 'taken']","['ලැබේවි', 'නොලැබුණ', 'සැලසෙනවා', 'ලැබෙන්නේ']",[],[],27,Disaster Relief,Sinhalese,43.39,
854,attacked,2019-05-20 04:57:38.101008,"['assaulted', 'kidnapped', 'harassed']","['පහර', 'පහරදුන්']","['killed', 'attacking']","['ගලවාගෙන', 'කදවුරකට', 'පළා', 'බෝම්බයකින්', 'හැසිරුණු']",[],"['පහර', 'පහරදුන්']",28,Disaster Relief,Sinhalese,44.44,
854,wide,2019-05-20 04:58:13.011582,"['diverse', 'large']","['ලොකු', 'පළල']","['range', 'broad', 'variety']","['දෙපස', 'පිවිස', 'තවත්', 'කාර්යයේ']",[],['පළල'],29,Disaster Relief,Sinhalese,45.02,
854,blood,2019-05-20 04:58:34.655670,"['liver', 'clotting', 'clot']","['ශරීරයට', 'රුධිරාණු', 'සිරුරට', 'සිරුරෙන්']","['thyroid', 'fat']",['විෂබීජ'],[],[],30,Disaster Relief,Sinhalese,45.37,72.93
854,happen,2019-05-20 04:58:51.388225,"['happens', 'happened', 'do', 'happening']",['වෙයිද'],['mean'],"['බලනවා', 'බලන්නේ', 'නැත්තෙ', 'කරන්නෑ']",[],[],31,Disaster Relief,Sinhalese,45.65,
854,throat,2019-05-20 04:59:06.585520,"['chest', 'mouth']","['ගෙලට', 'බෙල්ල']","['stomach', 'nose', 'hips']","['කැක්කුම', 'ඇඟපත', 'කූර']",[],[],32,Disaster Relief,Sinhalese,45.9,
854,tube,2019-05-20 05:00:18.209680,['pump'],"['කූර', 'නලය']","['beam', 'coils', 'nipple', 'fuse']","['සෝපානය', 'කාණු', 'ස්ලැබ්', 'ටැංකිය']",[],['නලය'],33,Disaster Relief,Sinhalese,47.1,
854,reduce,2019-05-20 05:00:56.080712,"['lessen', 'reducing', 'minimize']","['අඩුකිරීමේ', 'අඩු', 'ටිකක්']","['increase', 'mitigate']","['පාරිභෝගිකයන්ගේ', 'වැඩියි', 'ගෙව්වා', 'තුන්ගුණයකින්']",[],"['අඩු', 'ටිකක්']",34,Disaster Relief,Sinhalese,47.74,
854,tuberculosis,2019-05-20 05:02:01.833360,"['tb', 'diseases']","['රෝගය', 'වෛරස්', 'රෝග', 'ක්ෂයරෝගය']","['malaria', 'aids', 'hiv']","['මැලේරියා', 'රෝගයෙන්']",[],['ක්ෂයරෝගය'],35,Disaster Relief,Sinhalese,48.82,72.93
854,lives,2019-05-20 05:02:40.622991,"['life', 'living', 'livelihoods', 'families', 'children']","['සතුනුත්', 'ජීවිත']",[],"['මාතෘ', 'නින්දේ', 'ඔවුන්ව', 'අහිංසක']",[],['ජීවිත'],36,Disaster Relief,Sinhalese,49.47,
854,innocent,2019-05-20 05:03:01.241881,"['civilians', 'helpless']",['අහිංසක'],"['heinous', 'imprisoning', 'killing']","['චේතනාවෙන්', 'ඔවුන්ගෙන්', 'හිතාමතා', 'පාතාලයේ']",[],[],37,Disaster Relief,Sinhalese,49.82,
854,plague,2019-05-20 05:03:52.113888,"['epidemic', 'epidemics', 'outbreak']","['විපත්', 'වසංගතය']","['ravages', 'typhoid']","['තුරන්', 'යුද්ධ', 'පීඩා', 'පරිහානියට']",[],['වසංගතය'],38,Disaster Relief,Sinhalese,50.67,
854,both,2019-05-20 05:04:37.956076,"['equally', 'alike']","['එකෙනුත්', 'දෙකම', 'දෙන්නෙක්']","['various', 'all', 'respective']","['සමීපව', 'සෙසු', 'අනිකුත්', 'කරනකොට']",[],"['දෙකම', 'දෙන්නෙක්']",39,Disaster Relief,Sinhalese,51.42,
854,came,2019-05-20 05:05:02.374247,['went'],['ආවා'],"['broke', 'fell', 'took', 'ran']","['ඇතිවු', 'ඇතිවූ', 'වැටුණා', 'දුන්', 'ගත්තේය']",[],['ආවා'],40,Disaster Relief,Sinhalese,51.84,68.28
854,typhoid,2019-05-20 05:06:48.095968,"['infection', 'bacteria', 'salmonella']","['ශරීරගතවීම', 'බැක්ටීරියාව', 'උණු']","['diarrhea', 'cholera', 'diphtheria', 'pox']","['කොලරාව', 'සීකා', 'පාචන', 'පාචනය']","['bacteria', 'salmonella']","['බැක්ටීරියාව', 'උණු']",41,Disaster Relief,Sinhalese,53.6,
